Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice 
589.0,20.0,RL,65.0,1.6211272359568167,Pave,,IR1,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,5.0,8.0,1968.0,2003.0,Flat,Tar&Grv,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1324.0,Unf,0.0,113.0,1437.0,GasA,Ex,Y,SBrkr,1473.0,0.0,0.0,1473.0,2.0,0.0,1.0,0.0,1.0,1.0,Ex,5.0,Typ,2.0,Gd,Attchd,1968.0,Unf,1.0,452.0,TA,TA,Y,0.0,48.0,0.0,0.0,60.0,0.0,,,,0.0,6.0,2009.0,WD,Partial,143000.0
574.0,80.0,RL,76.0,-0.02667372357039004,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7.0,5.0,2000.0,2000.0,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774.0,656.0,0.0,1430.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Typ,1.0,TA,BuiltIn,2000.0,RFn,2.0,400.0,TA,TA,Y,100.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,12.0,2007.0,WD,Normal,170000.0
418.0,70.0,RL,86.0,1.3297557680340724,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6.0,6.0,1918.0,1950.0,Hip,CompShg,Wd Sdng,Stucco,,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128.0,Unf,0.0,242.0,1370.0,GasW,TA,N,FuseA,1370.0,1254.0,0.0,2624.0,1.0,0.0,2.0,1.0,4.0,1.0,TA,10.0,Typ,1.0,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2007.0,WD,Normal,239000.0
359.0,80.0,RL,92.0,-0.3574756480867919,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5.0,4.0,1958.0,1958.0,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,120.0,TA,TA,CBlock,TA,TA,Av,BLQ,300.0,Rec,294.0,468.0,1062.0,GasA,Ex,Y,FuseF,1352.0,0.0,0.0,1352.0,0.0,1.0,1.0,0.0,3.0,1.0,Gd,6.0,Min2,0.0,,BuiltIn,1958.0,Unf,1.0,288.0,TA,TA,Y,168.0,0.0,294.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,WD,Abnorml,130000.0
530.0,20.0,RL,,2.4460080309395997,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6.0,3.0,1957.0,1975.0,Hip,CompShg,Wd Sdng,Stone,,,Gd,TA,PConc,TA,TA,No,Rec,1219.0,Unf,0.0,816.0,2035.0,GasA,TA,Y,SBrkr,2515.0,0.0,0.0,2515.0,1.0,0.0,3.0,0.0,4.0,2.0,TA,9.0,Maj1,2.0,TA,Attchd,1975.0,RFn,2.0,484.0,TA,TA,Y,0.0,0.0,200.0,0.0,0.0,0.0,,,,0.0,3.0,2007.0,WD,Alloca,200624.0
1317.0,20.0,RL,61.0,0.001537569959326152,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8.0,5.0,2008.0,2008.0,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0.0,Unf,0.0,1622.0,1622.0,GasA,Ex,Y,SBrkr,1630.0,0.0,0.0,1630.0,1.0,0.0,2.0,0.0,3.0,1.0,Ex,8.0,Typ,1.0,Gd,Attchd,2008.0,RFn,3.0,860.0,TA,TA,Y,172.0,42.0,0.0,0.0,0.0,0.0,,,,0.0,1.0,2009.0,WD,Normal,295493.0
13.0,20.0,RL,,0.3002069400692945,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,6.0,1962.0,1962.0,Hip,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,737.0,Unf,0.0,175.0,912.0,GasA,TA,Y,SBrkr,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,Detchd,1962.0,Unf,1.0,352.0,TA,TA,Y,140.0,0.0,0.0,0.0,176.0,0.0,,,,0.0,9.0,2008.0,WD,Normal,144000.0
734.0,20.0,RL,80.0,-0.023079234433399175,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5.0,6.0,1961.0,1983.0,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,0.0,270.0,864.0,GasA,Ex,Y,SBrkr,1144.0,0.0,0.0,1144.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1961.0,RFn,1.0,264.0,TA,TA,Y,165.0,0.0,0.0,0.0,0.0,0.0,,GdWo,Shed,400.0,3.0,2009.0,WD,Normal,131400.0
677.0,70.0,RM,60.0,-0.06664879973025815,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4.0,2.0,1900.0,1950.0,Gable,CompShg,AsbShng,Stucco,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,1095.0,1095.0,GasW,Fa,N,SBrkr,1095.0,679.0,0.0,1774.0,1.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Min2,0.0,,2Types,1920.0,Unf,3.0,779.0,Fa,Fa,N,0.0,0.0,90.0,0.0,0.0,0.0,,,,0.0,5.0,2006.0,WD,Normal,87000.0
402.0,20.0,RL,65.0,-0.157382419460967,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1286.0,1310.0,GasA,Ex,Y,SBrkr,1310.0,0.0,0.0,1310.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2005.0,Fin,2.0,400.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,New,Partial,164990.0
431.0,160.0,RM,21.0,-0.929326192608066,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6.0,5.0,1971.0,1971.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,232.0,TA,TA,CBlock,TA,TA,No,ALQ,387.0,Unf,0.0,96.0,483.0,GasA,TA,Y,SBrkr,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,TA,4.0,Typ,0.0,,Detchd,1971.0,Unf,1.0,264.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2008.0,COD,Abnorml,85400.0
157.0,20.0,RL,60.0,-0.3280661915114121,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5.0,7.0,1950.0,1950.0,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,FuseF,1040.0,0.0,0.0,1040.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,Detchd,1950.0,Unf,2.0,625.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Normal,109500.0
745.0,120.0,RL,41.0,-0.5246738549134883,Pave,,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,1993.0,1993.0,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,733.0,Unf,0.0,604.0,1337.0,GasA,Gd,Y,SBrkr,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,TA,Attchd,1993.0,RFn,2.0,462.0,TA,TA,Y,96.0,0.0,70.0,168.0,0.0,0.0,,,,0.0,10.0,2008.0,WD,Normal,180000.0
293.0,50.0,RL,60.0,0.1303945593247866,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5.0,4.0,1949.0,2008.0,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,292.0,Unf,0.0,476.0,768.0,GasA,Gd,Y,SBrkr,1148.0,568.0,0.0,1716.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,8.0,Min2,1.0,Gd,Attchd,1949.0,Unf,1.0,281.0,TA,TA,Y,0.0,0.0,0.0,0.0,160.0,0.0,,,,0.0,1.0,2009.0,WD,Normal,131000.0
1161.0,160.0,RL,24.0,-0.8639718446627777,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6.0,5.0,1978.0,1978.0,Gable,CompShg,Plywood,Brk Cmn,,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,311.0,Unf,0.0,544.0,855.0,GasA,Fa,Y,SBrkr,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1978.0,Unf,2.0,440.0,TA,TA,Y,26.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2010.0,WD,Normal,146000.0
909.0,20.0,RL,,-0.1445293976983936,Pave,,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5.0,5.0,1983.0,1983.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Av,BLQ,301.0,ALQ,324.0,239.0,864.0,GasA,TA,Y,SBrkr,902.0,0.0,0.0,902.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,Attchd,1983.0,Unf,2.0,484.0,TA,TA,Y,164.0,0.0,0.0,0.0,0.0,0.0,,MnPrv,,0.0,6.0,2006.0,WD,Normal,131000.0
1087.0,160.0,RM,,-0.8973025621148747,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,4.0,5.0,1973.0,1973.0,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,334.0,Unf,0.0,212.0,546.0,GasA,TA,Y,SBrkr,546.0,546.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,,Attchd,1973.0,RFn,1.0,286.0,TA,TA,Y,120.0,96.0,0.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,83500.0
1068.0,60.0,RL,80.0,-0.04922097361151457,Pave,,Reg,Lvl,AllPub,Inside,Mod,mes,Norm,Norm,1Fam,2Story,6.0,6.0,1964.0,1964.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,360.0,TA,TA,CBlock,TA,TA,Gd,GLQ,674.0,LwQ,106.0,0.0,780.0,GasA,TA,Y,SBrkr,798.0,813.0,0.0,1611.0,1.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,,Attchd,1964.0,RFn,2.0,442.0,TA,TA,Y,328.0,128.0,0.0,0.0,189.0,0.0,,,,0.0,6.0,2008.0,WD,Normal,167900.0
1176.0,50.0,RL,85.0,0.0507711787447768,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8.0,5.0,1992.0,2000.0,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,0.0,983.0,1683.0,GasA,Ex,Y,SBrkr,2129.0,743.0,0.0,2872.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,TA,Attchd,1992.0,Fin,2.0,541.0,TA,TA,Y,0.0,33.0,0.0,0.0,0.0,0.0,,,,0.0,4.0,2007.0,WD,Normal,285000.0
1421.0,60.0,RL,90.0,0.1620914180782515,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6.0,6.0,1968.0,1968.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,420.0,TA,TA,CBlock,TA,TA,No,ALQ,404.0,Unf,0.0,304.0,708.0,GasA,Gd,Y,SBrkr,708.0,708.0,0.0,1416.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1968.0,RFn,2.0,776.0,TA,TA,Y,0.0,169.0,0.0,0.0,119.0,0.0,,,,0.0,5.0,2006.0,WD,Normal,179900.0
157.0,20.0,RL,60.0,-0.3280661915114121,Pave,,Reg,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5.0,7.0,1950.0,1950.0,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,FuseF,1040.0,0.0,0.0,1040.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,,Detchd,1950.0,Unf,2.0,625.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Normal,109500.0
1014.0,30.0,RM,60.0,-0.3280661915114121,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5.0,4.0,1910.0,2006.0,Hip,CompShg,MetalSd,Stucco,,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,247.0,Rec,465.0,310.0,1022.0,GasW,TA,N,SBrkr,1022.0,0.0,0.0,1022.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Maj2,0.0,,Detchd,1956.0,Unf,1.0,280.0,TA,TA,Y,0.0,30.0,226.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD,Normal,85000.0
96.0,60.0,RL,,-0.04867635404530383,Pave,,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,8.0,1993.0,1993.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,Ex,Gd,PConc,Gd,Gd,No,ALQ,310.0,Unf,0.0,370.0,680.0,GasA,Gd,Y,SBrkr,680.0,790.0,0.0,1470.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,BuiltIn,1993.0,Fin,2.0,420.0,TA,TA,Y,232.0,63.0,0.0,0.0,0.0,0.0,,,Shed,480.0,4.0,2009.0,WD,Normal,185000.0
705.0,20.0,RL,70.0,-0.19735749562083513,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712.0,Unf,0.0,761.0,1473.0,GasA,Ex,Y,SBrkr,1484.0,0.0,0.0,1484.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,2004.0,RFn,2.0,606.0,TA,TA,Y,0.0,35.0,0.0,144.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,213000.0
271.0,60.0,FV,84.0,0.05621737440688418,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8.0,5.0,2006.0,2006.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,1095.0,1095.0,GasA,Gd,Y,SBrkr,1095.0,844.0,0.0,1939.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,2006.0,RFn,3.0,1053.0,TA,TA,Y,192.0,51.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2006.0,New,Partial,266000.0
1134.0,60.0,RL,80.0,-0.04181414751104854,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8.0,5.0,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,584.0,Unf,0.0,544.0,1128.0,GasA,Ex,Y,SBrkr,1142.0,878.0,0.0,2020.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,8.0,Typ,1.0,TA,Attchd,1995.0,RFn,2.0,466.0,TA,TA,Y,0.0,155.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2009.0,WD,Normal,239500.0
367.0,20.0,RL,,-0.07754119105447291,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,6.0,5.0,1963.0,1963.0,Gable,CompShg,Plywood,Plywood,BrkFace,247.0,TA,TA,CBlock,Gd,TA,No,BLQ,609.0,Unf,0.0,785.0,1394.0,GasA,Gd,Y,SBrkr,1394.0,0.0,0.0,1394.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,2.0,Gd,Attchd,1963.0,RFn,2.0,514.0,TA,TA,Y,0.0,76.0,0.0,0.0,185.0,0.0,,,,0.0,7.0,2009.0,WD,Normal,159000.0
423.0,20.0,RL,100.0,1.2567767461618335,Pave,,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,5.0,5.0,1954.0,1954.0,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,988.0,988.0,GasA,Ex,Y,FuseA,988.0,0.0,0.0,988.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,,Attchd,1954.0,RFn,2.0,520.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2.0,2008.0,WD,Normal,113000.0
418.0,70.0,RL,86.0,1.3297557680340724,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,6.0,6.0,1918.0,1950.0,Hip,CompShg,Wd Sdng,Stucco,,0.0,TA,TA,BrkTil,Gd,TA,No,BLQ,1128.0,Unf,0.0,242.0,1370.0,GasW,TA,N,FuseA,1370.0,1254.0,0.0,2624.0,1.0,0.0,2.0,1.0,4.0,1.0,TA,10.0,Typ,1.0,Gd,Detchd,1918.0,Unf,3.0,864.0,TA,TA,N,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11.0,2007.0,WD,Normal,239000.0
1102.0,20.0,RL,61.0,-0.04943882143799886,Pave,,IR1,Lvl,AllPub,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5.0,5.0,1971.0,1971.0,Gable,CompShg,HdBoard,MetalSd,,0.0,TA,TA,CBlock,TA,TA,No,BLQ,412.0,LwQ,287.0,251.0,950.0,GasA,TA,Y,SBrkr,950.0,0.0,0.0,950.0,0.0,0.0,1.0,0.0,3.0,1.0,TA,5.0,Typ,0.0,,Detchd,1981.0,Unf,1.0,280.0,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2007.0,WD,Normal,119500.0
1283.0,20.0,RL,61.0,-0.15378793032397614,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5.0,7.0,1977.0,2008.0,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532.0,Rec,144.0,364.0,1040.0,GasA,TA,Y,SBrkr,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,,Detchd,1977.0,Unf,2.0,484.0,TA,TA,Y,0.0,0.0,0.0,0.0,288.0,0.0,,,,0.0,9.0,2009.0,WD,Normal,150500.0
509.0,70.0,RM,60.0,-0.06664879973025815,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7.0,9.0,1928.0,2005.0,Gambrel,CompShg,MetalSd,MetalSd,,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,141.0,Unf,0.0,548.0,689.0,GasA,Ex,Y,SBrkr,689.0,689.0,0.0,1378.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,Detchd,1928.0,Unf,2.0,360.0,TA,TA,N,0.0,0.0,116.0,0.0,0.0,0.0,,,,0.0,10.0,2008.0,WD,Normal,161000.0
1354.0,50.0,RL,56.0,0.4910416360695369,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8.0,5.0,1995.0,1996.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,579.0,Gd,TA,PConc,Gd,TA,Av,GLQ,816.0,Unf,0.0,1217.0,2033.0,GasA,Ex,Y,SBrkr,2053.0,1185.0,0.0,3238.0,1.0,0.0,2.0,1.0,4.0,1.0,Gd,9.0,Typ,1.0,Ex,Attchd,1996.0,Fin,3.0,666.0,TA,TA,Y,283.0,86.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2010.0,WD,Normal,410000.0
381.0,50.0,RL,50.0,-0.5676988006441365,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5.0,6.0,1924.0,1950.0,Gable,CompShg,BrkFace,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,218.0,Unf,0.0,808.0,1026.0,GasA,TA,Y,SBrkr,1026.0,665.0,0.0,1691.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Detchd,1924.0,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,242.0,0.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,127000.0
1122.0,20.0,RL,84.0,-0.013929625721058788,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2005.0,2006.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,0.0,1528.0,1552.0,GasA,Ex,Y,SBrkr,1552.0,0.0,0.0,1552.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,2005.0,RFn,3.0,782.0,TA,TA,Y,144.0,20.0,0.0,0.0,0.0,0.0,,,,0.0,7.0,2006.0,New,Partial,212900.0
1252.0,120.0,RL,,-0.7707329749274994,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7.0,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1405.0,1405.0,GasA,Ex,Y,SBrkr,1405.0,0.0,0.0,1405.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2003.0,RFn,2.0,478.0,TA,TA,Y,148.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,3.0,2006.0,WD,Normal,171750.0
1018.0,120.0,RL,,-0.4790347352650285,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8.0,5.0,1984.0,1984.0,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,1036.0,Unf,0.0,184.0,1220.0,GasA,Gd,Y,SBrkr,1360.0,0.0,0.0,1360.0,1.0,0.0,1.0,0.0,1.0,1.0,Gd,4.0,Typ,1.0,Ex,Attchd,1984.0,RFn,2.0,565.0,TA,TA,Y,63.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2009.0,COD,Abnorml,187500.0
1057.0,120.0,RL,43.0,-0.3441869306712499,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7.0,5.0,2005.0,2005.0,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,659.0,Unf,0.0,705.0,1364.0,GasA,Ex,Y,SBrkr,1364.0,0.0,0.0,1364.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2005.0,RFn,2.0,484.0,TA,TA,Y,192.0,36.0,0.0,0.0,0.0,0.0,,,,0.0,6.0,2006.0,WD,Normal,185850.0
442.0,90.0,RL,92.0,0.20653237468104768,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4.0,4.0,1955.0,1955.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,270.0,TA,TA,CBlock,TA,TA,No,ALQ,133.0,Unf,0.0,1307.0,1440.0,GasA,TA,N,FuseF,1440.0,0.0,0.0,1440.0,0.0,0.0,2.0,0.0,4.0,2.0,Fa,8.0,Typ,0.0,,,,,0.0,0.0,,,Y,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,9.0,2008.0,WD,Normal,118000.0
1404.0,20.0,RL,49.0,0.549424853567328,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8.0,5.0,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,84.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,929.0,Unf,0.0,556.0,1485.0,GasA,Ex,Y,SBrkr,1464.0,0.0,0.0,1464.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,,Attchd,2007.0,Unf,3.0,754.0,TA,TA,Y,168.0,160.0,0.0,0.0,0.0,0.0,,,,0.0,8.0,2007.0,WD,Normal,282922.0
705.0,20.0,RL,70.0,-0.19735749562083513,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2004.0,2005.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,Gd,TA,PConc,Gd,TA,Av,GLQ,712.0,Unf,0.0,761.0,1473.0,GasA,Ex,Y,SBrkr,1484.0,0.0,0.0,1484.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,,Attchd,2004.0,RFn,2.0,606.0,TA,TA,Y,0.0,35.0,0.0,144.0,0.0,0.0,,,,0.0,5.0,2010.0,WD,Normal,213000.0
